"ISBN","Pub Date","Title","US List","Author","Net Qty","Page Count","Net Compensation","Months in Print","Net Comp Per Month","product_line","public_domain_work"
9780979920578,2023-07-11,"Lloyd's Register of British and Foreign Shipping [1890]: Universal Register [Volume 1 of 2]",99,"Committee Of Register",4,900,161.29,3.7,43.5918918918919,1890,TRUE
9781608880805,2023-06-14,"Winter's Guide to Warships 1890: Volume 1: Britain, Italy, Turkey, and Smaller Navies",99,"Malkov, Dimitry",8,304,208.62,4.6,45.3521739130435,,FALSE
9780979920523,2023-05-01,"Stellar Atmospheres: A Contribution To The Observational Study Of High Temperature In The Reversing Layers Of Stars",27.95,"Payne, Cecilia, H.",8,244,68.95,6.1,11.3032786885246,"Science ",TRUE
9780979920561,2023-04-11,"State of Washington v. US Food & Drug Administration [Annotated]",12.95,"Rice, Thomas, O.",4,44,24.68,6.8,3.62941176470588,"Law",TRUE
9780979920547,2023-04-11,"Illicit Finance Risk Assessment of Decentralized Finance",24.95,"Department of Treasury",4,62,29.96,6.8,4.40588235294118,"Government",TRUE
9781608881567,2023-04-11,"History of On-Orbit Satellite Fragmentations, 16th Edition",99,"NASA",2,734,56.52,6.8,8.31176470588235,"Space Power",TRUE
9781608881505,2023-04-11,"Capitol Attack",24.95,"General Accounting Office",8,134,75.12,6.8,11.0470588235294,"Law",TRUE
9781608881338,2023-04-11,"GOP Witnesses: What Their Disclosures Indicate About The State Of The Republican Investigations",36.99,"Committee on the Judiciary (minority)",164,332,355.56,6.8,52.2882352941176,"Law",TRUE
9780979920554,2023-04-06,"Alliance For Hippocratic Medicine v. FDA",19.95,"Kacsymaryk, Michael J.",1,86,8.14,6.9,1.17971014492754,"Law",TRUE
9780979920516,2023-04-04,"Global Perspectives on Space Power",64.95,"Szymanski, Paul,",36,330,1042.88,7,148.982857142857,,FALSE
9781608881369,2023-03-21,"The National Institutes of Health and EcoHealth Alliance Did Not Effectively Monitor Awards and Subawards, Resulting in Missed Opportunities to Oversee Research and Other Deficiencies, A-05-21-00025",21.99,"HHS, Office of Inspector General (OIG...",9,86,89.82,7.5,11.976,"Law",TRUE
9781608881833,2023-03-21,"Night Attack by a Soviet Battalion",19.99,"Gebhardt, James F.",8,66,86.43,7.5,11.524,"Military History ",TRUE
9781608881413,2023-03-21,"Lessons and Conclusions From the History of Navy and Military Doctrinal Development",18.99,"Tritten, Dr. James J.",5,74,49.3,7.5,6.57333333333333,"Naval History",TRUE
9781608881390,2023-02-21,"Current Tactical Orders and Doctrine",33.99,"United States Fleet,",2,298,19.98,8.4,2.37857142857143,"Naval History",TRUE
9781608881352,2023-02-21,"Bombs from On High",21.99,"Massie, Kevin B.",6,92,58.26,8.4,6.93571428571429,"Military ",TRUE
9781608881291,2023-02-21,"Report on Digital Asset Financial Stability Risks and Regulation 2022",27,"Financial Stability Oversight Council,",10,156,101.68,8.4,12.1047619047619,"Law",TRUE
9781608882571,2023-01-31,"NASA Historical Investigation Into James E. Webb's Relationship To The Lavender Scare",22.99,"Odom, Brian C.",10,100,121.1,9.1,13.3076923076923,"Space Power",TRUE
9781608882595,2023-01-31,"Spar-torpedo instructions for the United States Navy",23.99,"United States Naval Torpedo Station (...",14,124,135.52,9.1,14.8923076923077,"Naval History",TRUE
9781608882410,2023-01-31,"a Blue Arctic",18.99,"Department of the Navy,",6,40,62.28,9.1,6.84395604395604,"Naval History",TRUE
9781608882588,2023-01-31,"Report Of Investigation: Security Failures At The United States Capitol On January 6, 2021",25.99,"Banks et al., Congressman Jim",6,152,58.98,9.1,6.48131868131868,"Law",TRUE
9781608882434,2022-12-20,"National Security Strategy",19.95,"Biden, Joseph, R.",12,68,129.12,10.5,12.2971428571429,"Military History",TRUE
9781608882441,2022-12-13,"'It Was Compromised': The Trump Administration's Unprecedented Campaign to Control CDC and Politicize Public Health During the Coronavirus Crisis",19.95,"Select Subcommittee on the Coronavirus",8,102,79.52,10.7,7.43177570093458,"Law",TRUE
9781934840436,2022-11-29,"Vocabolario Marino E Militare: Maritime and Military Vocabulary [Italian]",99,"Guglielmotti, Alberto",2,1020,86.3,11.2,7.70535714285714,"Naval History",TRUE
9781934840429,2022-11-15,"The Ship Killers: The Definitive Illustrated History of the Torpedo Boat",99,"Hinds, Joe",12,796,389.29,11.7,33.2726495726496,,FALSE
9781608882403,2022-10-25,"Jane's Fighting Ships 1904. (Naval Encyclopedia and Year Book): Facsimile Edition. Volume 1 of 2.  England, France, Germany, Russia.",99,"Jane, Fred, T.",4,326,125.95,12.4,10.1572580645161,"Naval History",TRUE
9781934840160,2022-10-25,"Jane's Fighting Ships 1904. (Naval Encyclopedia and Year Book): Facsimile Edition. Volume 2 of 2.  United States, Japan, Italy, Austria-Hungary, Coast Defense Navies, Minor Navies, topical surveys.",99,"Jane, Fred, T.",5,326,143.84,12.4,11.6,"Naval History",TRUE
9781934840276,2022-10-25,"The United States Secret Service Failed To Prepare for Insurrection Day: Scanned Documents Released via FOIA",60,"United States Secret Service",5,902,93.45,12.4,7.53629032258065,"Law",TRUE
9781934840962,2022-10-18,"The World's Warships 1915: Compiled from Jane's ""Fighting Ships""",99,"Jane, Fred, T.",13,312,421.26,12.6,33.4333333333333,"Naval History",TRUE
